d_nm,amp_scale
153.3079362,25.86666613
153.427956,25.96122104
153.5480698,26.05605485
153.6682775,26.15116802
153.7885794,26.246561
153.9089755,26.34223424
154.0294658,26.4381882
154.1500505,26.53442333
154.2707295,26.63094007
154.391503,26.72773887
154.5123711,26.82482018
154.6333338,26.92218445
154.7543912,27.01983212
154.8755434,27.11776363
154.9967904,27.21597943
155.1181323,27.31447996
155.2395692,27.41326566
155.3611012,27.51233698
155.4827284,27.61169434
155.6044507,27.7113382
155.7262684,27.81126899
155.8481814,27.91148714
155.9701899,28.0119931
156.0922938,28.11278729
156.2144934,28.21387016
156.3367886,28.31524213
156.4591796,28.41690363
156.5816664,28.5188551
156.7042491,28.62109698
156.8269277,28.72362968
156.9497024,28.82645363
157.0725732,28.92956927
157.1955402,29.03297703
157.3186035,29.13667731
157.4417631,29.24067056
157.5650191,29.3449572
157.6883716,29.44953764
157.8118207,29.55441232
157.9353664,29.65958164
158.0590089,29.76504604
158.1827481,29.87080593
158.3065842,29.97686173
158.4305173,30.08321386
158.5545474,30.18986273
158.6786746,30.29680876
158.8028989,30.40405236
158.9272206,30.51159396
159.0516395,30.61943395
159.1761558,30.72757276
159.3007697,30.83601079
159.425481,30.94474846
159.55029,31.05378617
159.6751968,31.16312433
159.8002013,31.27276336
159.9253036,31.38270365
160.0505039,31.49294562
160.1758023,31.60348966
160.3011987,31.71433619
160.4266933,31.82548561
160.5522861,31.93693831
160.6779772,32.0486947
160.8037668,32.16075519
160.9296548,32.27312017
161.0556414,32.38579003
161.1817266,32.49876519
161.3079105,32.61204603
161.4341932,32.72563296
161.5605748,32.83952637
161.6870553,32.95372665
161.8136348,33.0682342
161.9403134,33.18304942
162.0670912,33.29817269
162.1939683,33.41360441
162.3209446,33.52934496
162.4480204,33.64539475
162.5751957,33.76175416
162.7024705,33.87842357
162.829845,33.99540339
162.9573191,34.11269398
163.0848931,34.23029575
163.2125669,34.34820908
163.3403407,34.46643435
163.4682146,34.58497196
163.5961885,34.70382227
163.7242626,34.82298568
163.852437,34.94246257
163.9807117,35.06225333
164.1090869,35.18235832
164.2375626,35.30277794
164.3661388,35.42351257
164.4948157,35.54456258
164.6235933,35.66592836
164.7524717,35.78761028
164.8814511,35.90960872
165.0105314,36.03192406
165.1397128,36.15455667
165.2689953,36.27750694
165.398379,36.40077524
165.527864,36.52436194
165.6574503,36.64826742
165.7871381,36.77249205
165.9169275,36.89703621
166.0468184,37.02190027
166.1768111,37.1470846
166.3069055,37.27258959
166.4371017,37.39841559
166.5673999,37.52456298
166.6978001,37.65103213
166.8283024,37.77782342
166.9589068,37.90493722
167.0896135,38.03237389
167.2204225,38.1601338
167.3513339,38.28821733
167.4823478,38.41662484
167.6134643,38.54535671
167.7446834,38.6744133
167.8760053,38.80379498
168.0074299,38.93350212
168.1389575,39.06353509
168.270588,39.19389425
168.4023215,39.32457998
168.5341582,39.45559264
168.6660981,39.5869326
168.7981413,39.71860023
168.9302879,39.85059589
169.0625379,39.98291995
169.1948914,40.11557278
169.3273486,40.24855474
169.4599094,40.3818662
169.5925741,40.51550754
169.7253426,40.64947911
169.858215,40.78378128
169.9911915,40.91841442
170.124272,41.0533789
170.2574568,41.18867508
170.3907458,41.32430334
170.5241391,41.46026403
170.6576369,41.59655752
170.7912392,41.73318419
170.9249461,41.87014439
171.0587577,42.00743851
171.192674,42.1450669
171.3266952,42.28302993
171.4608213,42.42132798
171.5950523,42.5599614
171.7293885,42.69893058
171.8638299,42.83823587
171.9983764,42.97787765
172.1330284,43.11785629
172.2677857,43.25817216
172.4026485,43.39882563
172.5376169,43.53981706
172.672691,43.68114684
172.8078708,43.82281532
172.9431565,43.9648229
173.078548,44.10716993
173.2140456,44.24985679
173.3496492,44.39288385
173.485359,44.53625149
173.621175,44.67996009
173.7570974,44.82401001
173.8931262,44.96840164
174.0292614,45.11313535
174.1655033,45.25821152
174.3018518,45.40363052
174.438307,45.54939274
174.5748691,45.69549855
174.711538,45.84194834
174.848314,45.98874248
174.985197,46.13588136
175.1221872,46.28336536
175.2592847,46.43119486
175.3964895,46.57937024
175.5338017,46.7278919
175.6712214,46.87676021
175.8087486,47.02597557
175.9463836,47.17553836
176.0841263,47.32544897
176.2219768,47.47570779
176.3599352,47.62631521
176.4980017,47.77727162
176.6361762,47.92857742
176.7744589,48.080233
176.9128499,48.23223874
177.0513492,48.38459506
177.1899569,48.53730235
177.3286731,48.690361
177.467498,48.84377141
177.6064315,48.99753399
177.7454738,49.15164913
177.8846249,49.30611725
178.023885,49.46093874
178.1632541,49.61611401
178.3027323,49.77164346
178.4423197,49.92752752
178.5820163,50.08376657
178.7218224,50.24036104
178.8617379,50.39731135
179.0017629,50.55461789
179.1418975,50.71228109
179.2821419,50.87030137
179.422496,51.02867914
179.56296,51.18741482
179.703534,51.34650884
179.8442181,51.50596161
179.9850122,51.66577356
180.1259166,51.82594512
180.2669313,51.98647672
180.4080564,52.14736878
180.549292,52.30862173
180.6906382,52.47023602
180.832095,52.63221206
180.9736625,52.7945503
181.1153409,52.95725118
181.2571302,53.12031513
181.3990305,53.2837426
181.5410419,53.44753402
181.6831645,53.61168985
181.8253983,53.77621053
181.9677435,53.94109651
182.1102001,54.10634823
182.2527682,54.27196615
182.395448,54.43795073
182.5382394,54.60430242
182.6811427,54.77102168
182.8241578,54.93810896
182.9672848,55.10556473
183.110524,55.27338945
183.2538752,55.44158359
183.3973387,55.61014762
183.5409145,55.77908199
183.6846027,55.9483872
183.8284034,56.1180637
183.9723166,56.28811197
184.1163426,56.4585325
184.2604813,56.62932576
184.4047328,56.80049223
184.5490972,56.9720324
184.6935747,57.14394674
184.8381653,57.31623576
184.982869,57.48889994
185.1276861,57.66193976
185.2726165,57.83535573
185.4176604,58.00914835
185.5628179,58.1833181
185.7080889,58.35786549
185.8534738,58.53279102
185.9989724,58.7080952
186.1445849,58.88377853
186.2903114,59.05984153
186.436152,59.23628469
186.5821068,59.41310855
186.7281759,59.5903136
186.8743593,59.76790038
187.0206571,59.94586939
187.1670695,60.12422116
187.3135965,60.30295622
187.4602382,60.48207509
187.6069947,60.66157829
187.7538661,60.84146637
187.9008525,61.02173984
188.0479539,61.20239925
188.1951705,61.38344513
188.3425024,61.56487802
188.4899496,61.74669846
188.6375122,61.928907
188.7851904,62.11150418
188.9329842,62.29449054
189.0808937,62.47786664
189.2289189,62.66163302
189.3770601,62.84579025
189.5253172,63.03033887
189.6736904,63.21527944
189.8221797,63.40061253
189.9707853,63.58633868
190.1195073,63.77245847
190.2683456,63.95897247
190.4173005,64.14588123
190.566372,64.33318533
190.7155602,64.52088534
190.8648652,64.70898182
191.0142871,64.89747537
191.1638259,65.08636654
191.3134819,65.27565592
191.4632549,65.4653441
191.6131453,65.65543164
191.763153,65.84591914
191.9132781,66.03680718
192.0635207,66.22809634
192.213881,66.41978722
192.364359,66.61188041
192.5149548,66.80437649
192.6656685,66.99727605
192.8165001,67.1905797
192.9674499,67.38428803
193.1185178,67.57840164
193.269704,67.77292112
193.4210085,67.96784708
193.5724315,68.16318011
193.7239731,68.35892082
193.8756333,68.55506981
194.0274122,68.75162768
194.1793099,68.94859505
194.3313266,69.14597252
194.4834622,69.3437607
194.635717,69.54196019
194.7880909,69.74057161
194.9405842,69.93959557
195.0931968,70.13903267
195.2459289,70.33888354
195.3987806,70.53914877
195.5517519,70.739829
195.704843,70.94092482
195.858054,71.14243686
196.0113848,71.34436573
196.1648358,71.54671204
196.3184068,71.74947641
196.4720981,71.95265946
196.6259097,72.15626181
196.7798417,72.36028406
196.9338942,72.56472683
197.0880673,72.76959075
197.2423612,72.97487642
197.3967758,73.18058447
197.5513113,73.3867155
197.7059678,73.59327013
197.8607453,73.80024899
198.015644,74.00765267
198.170664,74.2154818
198.3258054,74.42373699
198.4810682,74.63241885
198.6364526,74.84152799
198.7919586,75.05106503
198.9475863,75.26103056
199.1033359,75.47142521
199.2592074,75.68224957
199.4152009,75.89350425
199.5713166,76.10518986
199.7275545,76.317307
199.8839146,76.52985627
200.0403972,76.74283827
200.1970024,76.9562536
200.3537301,77.17010286
200.5105805,77.38438663
200.6675537,77.59910551
200.8246497,77.81426009
200.9818688,78.02985095
201.139211,78.24587869
201.2966763,78.46234388
201.4542649,78.6792471
201.6119769,78.89658893
201.7698123,79.11436994
201.9277713,79.33259071
202.085854,79.5512518
202.2440604,79.77035377
202.4023907,79.98989719
202.5608449,80.20988262
202.7194232,80.4303106
202.8781256,80.65118169
203.0369523,80.87249644
203.1959033,81.09425539
203.3549788,81.31645907
203.5141787,81.53910802
203.6735034,81.76220277
203.8329527,81.98574384
203.9925269,82.20973175
204.152226,82.43416703
204.3120501,82.65905018
204.4719993,82.8843817
204.6320738,83.1101621
204.7922736,83.33639187
204.9525988,83.5630715
205.1130495,83.79020148
205.2736258,84.01778228
205.4343278,84.24581437
205.5951557,84.47429822
205.7561094,84.70323429
205.9171892,84.93262304
206.078395,85.16246491
206.2397271,85.39276034
206.4011854,85.62350976
206.5627702,85.8547136
206.7244814,86.08637228
206.8863193,86.31848621
207.0482838,86.5510558
207.2103752,86.78408144
207.3725934,87.01756352
207.5349387,87.25150242
207.697411,87.48589852
207.8600106,87.72075217
208.0227374,87.95606375
208.1855916,88.19183359
208.3485733,88.42806203
208.5116826,88.6647494
208.6749196,88.90189602
208.8382844,89.13950222
209.0017771,89.37756827
209.1653978,89.61609449
209.3291465,89.85508115
209.4930235,90.09452853
209.6570288,90.33443689
209.8211624,90.57480648
209.9854246,90.81563754
210.1498153,91.05693031
210.3143347,91.29868501
210.478983,91.54090184
210.6437601,91.783581
210.8086662,92.02672269
210.9737015,92.27032708
211.1388659,92.51439433
211.3041596,92.7589246
211.4695828,93.00391803
211.6351354,93.24937474
211.8008177,93.49529485
211.9666296,93.74167847
212.1325714,93.98852569
212.298643,94.23583658
212.4648447,94.48361122
212.6311765,94.73184964
212.7976385,94.9805519
212.9642309,95.22971801
213.1309536,95.479348
213.2978069,95.72944185
213.4647908,95.97999955
213.6319054,96.23102107
213.7991509,96.48250636
213.9665273,96.73445537
214.1340347,96.98686802
214.3016732,97.23974423
214.469443,97.49308388
214.6373442,97.74688687
214.8053767,98.00115305
214.9735409,98.25588227
215.1418366,98.51107437
215.3102642,98.76672918
215.4788236,99.02284648
215.6475149,99.27942607
215.8163383,99.53646771
215.9852939,99.79397116
216.1543817,100.0519362
216.3236019,100.3103624
216.4929546,100.5692497
216.6624399,100.8285976
216.8320579,101.0884058
217.0018086,101.3486739
217.1716923,101.6094017
217.3417089,101.8705888
217.5118586,102.1322346
217.6821416,102.3943388
217.8525578,102.656901
218.0231075,102.9199207
218.1937907,103.1833974
218.3646075,103.4473307
218.535558,103.71172
218.7066424,103.9765648
218.8778607,104.2418645
219.049213,104.5076186
219.2206995,104.7738264
219.3923202,105.0404875
219.5640753,105.307601
219.7359649,105.5751665
219.907989,105.8431832
220.0801478,106.1116505
220.2524414,106.3805676
220.4248698,106.6499337
220.5974333,106.9197483
220.7701318,107.1900104
220.9429655,107.4607193
221.1159346,107.7318742
221.289039,108.0034743
221.462279,108.2755187
221.6356546,108.5480065
221.8091659,108.8209369
221.9828131,109.0943089
222.1565962,109.3681216
222.3305154,109.642374
222.5045707,109.9170651
222.6787623,110.1921941
222.8530902,110.4677597
223.0275546,110.7437611
223.2021556,111.0201971
223.3768933,111.2970666
223.5517678,111.5743686
223.7267792,111.8521018
223.9019276,112.1302652
224.0772131,112.4088576
224.2526358,112.6878778
224.4281959,112.9673245
224.6038934,113.2471965
224.7797285,113.5274926
224.9557012,113.8082114
225.1318117,114.0893517
225.3080601,114.3709121
225.4844464,114.6528913
225.6609708,114.9352879
225.8376334,115.2181005
226.0144344,115.5013277
226.1913737,115.784968
226.3684515,116.06902
226.545668,116.3534821
226.7230232,116.6383529
226.9005173,116.9236308
227.0781503,117.2093143
227.2559224,117.4954018
227.4338336,117.7818917
227.6118842,118.0687823
227.7900741,118.3560721
227.9684035,118.6437592
228.1468726,118.9318422
228.3254813,119.2203191
228.5042299,119.5091884
228.6831184,119.7984481
228.8621469,120.0880966
229.0413157,120.378132
229.2206246,120.6685526
229.400074,120.9593563
229.5796638,121.2505415
229.7593943,121.5421061
229.9392654,121.8340483
230.1192773,122.126366
230.2994302,122.4190574
230.4797241,122.7121205
230.6601592,123.0055532
230.8407355,123.2993535
231.0214532,123.5935193
231.2023124,123.8880486
231.3833131,124.1829393
231.5644556,124.4781893
231.7457398,124.7737963
231.927166,125.0697583
232.1087342,125.366073
232.2904446,125.6627383
232.4722972,125.9597519
232.6542922,126.2571116
232.8364296,126.554815
233.0187097,126.85286
233.2011324,127.1512441
233.383698,127.449965
233.5664065,127.7490204
233.749258,128.0484079
233.9322527,128.3481251
234.1153906,128.6481696
234.2986719,128.9485389
234.4820967,129.2492306
234.6656651,129.5502422
234.8493772,129.8515711
235.0332331,130.1532149
235.217233,130.455171
235.4013769,130.7574369
235.5856649,131.06001
235.7700973,131.3628876
235.954674,131.6660671
236.1393952,131.969546
236.3242611,132.2733214
236.5092716,132.5773909
236.694427,132.8817516
236.8797274,133.1864009
237.0651728,133.4913359
237.2507634,133.7965541
237.4364993,134.1020525
237.6223806,134.4078284
237.8084074,134.713879
237.9945798,135.0202014
238.180898,135.3267929
238.3673621,135.6336505
238.5539721,135.9407714
238.7407282,136.2481527
238.9276306,136.5557914
239.1146792,136.8636847
239.3018743,137.1718296
239.4892159,137.4802232
239.6767042,137.7888624
239.8643393,138.0977442
240.0521213,138.4068658
240.2400503,138.7162239
240.4281264,139.0258157
240.6163497,139.3356381
240.8047204,139.6456879
240.9932386,139.9559621
241.1819043,140.2664576
241.3707178,140.5771713
241.559679,140.8881001
241.7487882,141.1992408
241.9380455,141.5105903
242.1274509,141.8221454
242.3170046,142.1339029
242.5067066,142.4458597
242.6965572,142.7580125
242.8865565,143.0703581
243.0767044,143.3828934
243.2670012,143.695615
243.4574471,144.0085198
243.6480419,144.3216044
243.8387861,144.6348655
244.0296795,144.9483
244.2207224,145.2619045
244.4119148,145.5756757
244.6032569,145.8896103
244.7947488,146.2037049
244.9863907,146.5179563
245.1781825,146.8323611
245.3701245,147.1469159
245.5622168,147.4616175
245.7544595,147.7764623
245.9468526,148.0914471
246.1393964,148.4065685
246.3320909,148.721823
246.5249363,149.0372073
246.7179326,149.352718
246.91108,149.6683517
247.1043786,149.9841049
247.2978286,150.2999742
247.49143,150.6159563
247.685183,150.9320476
247.8790876,151.2482447
248.0731441,151.5645442
248.2673525,151.8809427
248.4617129,152.1974366
248.6562255,152.5140226
248.8508903,152.8306971
249.0457076,153.1474568
249.2406773,153.4642981
249.4357997,153.7812176
249.6310749,154.0982117
249.8265029,154.4152771
250.0220839,154.7324103
250.2178181,155.0496078
250.4137054,155.3668661
