timestamp,120.03_130.82,130.82_143.2,143.2_157.78,157.78_175.58,175.58_198.08,198.08_227.17,227.17_270.15,270.15_351.09,351.09_480.0,480.0_576.98,576.98_687.6,687.6_905.18,905.18_1193.71,1193.71_1720.62,1720.62_2324.8,2324.8_3000.03
2023-07-07 01:09:33.000,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2023-07-07 01:09:33.100,0,0,0,0,1,9,5,5,5,5,0,0,0,0,0,0
2023-07-07 01:09:33.200,0,0,0,0,3,9,6,6,9,4,5,3,0,0,0,0
2023-07-07 01:09:33.300,0,0,0,0,0,1,13,10,8,5,4,1,1,0,0,0
2023-07-07 01:09:33.400,0,0,0,0,2,9,5,10,9,9,12,1,0,0,0,0
2023-07-07 01:09:33.500,0,0,0,0,1,14,6,10,8,5,4,1,0,1,0,0
2023-07-07 01:09:33.600,0,0,0,0,1,5,5,13,10,6,4,0,1,0,0,0
2023-07-07 01:09:33.700,0,0,0,0,1,7,8,11,9,13,6,3,1,0,0,0
2023-07-07 01:09:33.800,0,0,0,0,2,9,8,9,6,8,6,1,0,1,0,0
2023-07-07 01:09:33.900,0,0,0,0,2,4,9,8,6,8,8,4,0,0,0,0
2023-07-07 01:09:34.000,0,0,0,0,1,12,10,5,6,9,4,0,0,0,0,0
2023-07-07 01:09:34.100,0,0,0,0,1,9,6,6,5,7,3,0,2,0,0,0
2023-07-07 01:09:34.200,0,0,0,0,3,7,5,12,4,7,4,0,1,1,1,0
2023-07-07 01:09:34.300,0,0,0,0,2,10,6,6,7,4,2,2,0,1,0,0
2023-07-07 01:09:34.400,0,0,0,0,2,9,5,6,1,10,4,4,0,0,0,0
2023-07-07 01:09:34.500,0,0,0,0,1,9,7,5,8,5,4,0,0,0,0,0
2023-07-07 01:09:34.600,0,0,0,0,2,5,8,12,7,7,3,1,1,1,0,0
2023-07-07 01:09:34.700,0,0,0,0,0,4,9,8,3,6,4,3,2,0,1,0
2023-07-07 01:09:34.800,0,0,0,0,0,6,8,10,2,8,4,1,2,0,0,0
2023-07-07 01:09:34.900,0,0,0,0,0,6,5,6,10,3,4,2,0,1,0,0
2023-07-07 01:09:35.000,0,0,0,0,0,9,3,7,9,7,4,3,0,0,1,0
2023-07-07 01:09:35.100,0,0,0,0,1,9,6,2,5,5,1,3,1,1,0,0
2023-07-07 01:09:35.200,0,0,0,0,2,9,4,2,6,7,4,0,0,1,0,0
2023-07-07 01:09:35.300,0,0,0,0,3,8,6,5,1,7,2,2,1,1,0,0
2023-07-07 01:09:35.400,0,0,0,0,2,13,9,7,7,6,3,0,0,0,0,0
2023-07-07 01:09:35.500,0,0,0,0,1,8,8,11,6,2,4,1,0,1,0,0
2023-07-07 01:09:35.600,0,0,0,0,1,4,8,4,6,5,4,1,0,0,0,0
2023-07-07 01:09:35.700,0,0,0,0,1,8,7,11,6,5,8,4,0,1,0,0
2023-07-07 01:09:35.800,0,0,0,0,0,10,9,7,8,5,12,0,0,0,0,0
2023-07-07 01:09:35.900,0,0,0,0,1,1,7,5,7,5,4,1,1,0,0,1
2023-07-07 01:09:36.000,0,0,0,0,0,5,6,9,3,8,6,3,1,0,0,0
2023-07-07 01:09:36.100,0,0,0,0,2,5,9,4,4,6,5,1,0,0,0,0
2023-07-07 01:09:36.200,0,0,0,0,1,4,6,9,6,5,5,2,1,1,0,0
2023-07-07 01:09:36.300,0,0,0,0,1,6,5,6,4,4,5,2,1,1,0,0
2023-07-07 01:09:36.400,0,0,0,0,0,9,8,16,7,5,3,2,0,0,0,0
2023-07-07 01:09:36.500,0,0,0,0,1,9,6,4,5,2,4,1,1,0,0,0
2023-07-07 01:09:36.600,0,0,0,0,0,7,8,12,6,4,4,3,0,1,0,0
2023-07-07 01:09:36.700,0,0,0,0,1,8,4,6,6,9,10,2,2,0,0,1
2023-07-07 01:09:36.800,0,0,0,0,5,4,7,6,6,10,6,2,0,0,0,0
2023-07-07 01:09:36.900,0,0,0,0,3,8,6,3,7,7,8,1,0,0,0,0
2023-07-07 01:09:37.000,0,0,0,0,1,3,5,5,8,9,6,1,1,1,0,0
2023-07-07 01:09:37.100,0,0,0,0,3,8,3,9,8,6,7,2,0,0,0,0
2023-07-07 01:09:37.200,0,0,0,0,3,6,3,4,4,8,7,3,0,0,0,0
2023-07-07 01:09:37.300,0,0,0,0,3,5,5,2,4,6,2,1,0,0,0,0
2023-07-07 01:09:37.400,0,0,0,0,2,3,6,9,8,8,4,1,0,1,1,0
2023-07-07 01:09:37.500,0,0,0,0,2,5,9,8,2,5,3,0,0,0,0,0
2023-07-07 01:09:37.600,0,0,0,0,1,6,4,8,4,10,4,1,3,0,0,0
2023-07-07 01:09:37.700,0,0,0,0,2,8,4,8,9,7,5,2,0,3,0,0
2023-07-07 01:09:37.800,0,0,0,0,1,3,5,13,5,8,5,0,1,0,0,0
2023-07-07 01:09:37.900,0,0,0,0,1,9,13,5,9,5,4,4,4,0,0,0
2023-07-07 01:09:38.000,0,0,0,0,2,4,6,8,2,9,8,4,0,0,0,0
2023-07-07 01:09:38.100,0,0,0,0,1,8,6,7,4,4,4,3,0,0,0,0
2023-07-07 01:09:38.200,0,0,0,0,3,2,5,10,6,4,5,2,2,1,0,0
2023-07-07 01:09:38.300,0,0,0,0,1,9,8,13,4,8,2,1,1,0,0,0
2023-07-07 01:09:38.400,0,0,0,0,2,10,6,6,9,9,7,1,0,1,1,0
2023-07-07 01:09:38.500,0,0,0,0,1,6,9,11,6,8,5,2,0,0,0,0
2023-07-07 01:09:38.600,0,0,0,0,0,10,9,8,4,7,2,4,1,0,0,0
2023-07-07 01:09:38.700,0,0,0,0,2,13,8,7,3,7,6,4,0,0,0,0
2023-07-07 01:09:38.800,0,0,0,0,0,12,10,6,5,4,5,3,0,0,0,0
2023-07-07 01:09:38.900,0,0,0,0,2,7,6,10,4,7,8,4,1,0,0,0
2023-07-07 01:09:39.000,0,0,0,0,1,9,6,6,3,6,5,2,0,1,0,0
2023-07-07 01:09:39.100,0,0,0,0,2,5,5,7,11,4,3,2,0,0,1,0
2023-07-07 01:09:39.200,0,0,0,0,1,5,9,3,1,5,4,0,0,0,0,0
2023-07-07 01:09:39.300,0,0,0,0,6,6,7,11,9,5,6,3,0,0,0,0
2023-07-07 01:09:39.400,0,0,0,0,3,8,3,8,3,8,2,1,1,2,1,0
2023-07-07 01:09:39.500,0,0,0,0,5,7,3,6,12,6,3,2,0,0,0,0
2023-07-07 01:09:39.600,0,0,0,0,1,6,11,6,5,4,7,0,0,0,0,0
2023-07-07 01:09:39.700,0,0,0,0,2,7,10,8,5,6,7,2,0,1,0,0
2023-07-07 01:09:39.800,0,0,0,0,2,8,3,8,2,5,1,4,0,0,0,0
2023-07-07 01:09:39.900,0,0,0,0,5,12,8,10,6,8,4,0,0,0,0,0
2023-07-07 01:09:40.000,0,0,0,0,1,7,6,5,6,8,2,1,1,0,0,0
2023-07-07 01:09:40.100,0,0,0,0,2,7,7,6,7,4,4,3,0,1,0,0
