DateTime,TimeSSM,Status,DataStatus,PartCt,HistSum,PartCon,BL,BLTH,STD,MaxSTD,P,TofP, PumpLife_hrs,WidthSTD,AveWidth, POPS_Flow, PumpFB, LDTemp, LaserFB, LD_Mon, Temp, BatV, Laser_Current, Flow_Set,BL_Start,TH_Mult,nbins,logmin,logmax,Skip_Save,MinPeakPts,MaxPeakPts,RawPts,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,b81,b82,b83,b84,b85,b86,b87,b88,b89,b90,b91,b92,b93,b94,b95,b96,b97,b98,b99,b100,b101,b102,b103,b104,b105,b106,b107,b108,b109,b110,b111,b112,b113,b114,b115,b116,b117,b118,b119,b120,b121,b122,b123,b124,b125,b126,b127,b128,b129,b130,b131,b132,b133,b134,b135,b136,b137,b138,b139,b140,b141,b142,b143,b144,b145,b146,b147,b148,b149,b150,b151,b152,b153,b154,b155,b156,b157,b158,b159,b160,b161,b162,b163,b164,b165,b166,b167,b168,b169,b170,b171,b172,b173,b174,b175,b176,b177,b178,b179,b180,b181,b182,b183,b184,b185,b186,b187,b188,b189,b190,b191,b192,b193,b194,b195,b196,b197,b198,b199
1688690243.134,2243.1337,3,0,443,443,148.64,2517,2565,16.02,18.38,978.00,37.11,341.57,22.74,49.26,2.98,274.73,39.07,600.88,1005.71,27.89,11.36,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,1,0,0,0,2,0,1,1,0,2,0,1,4,2,0,3,2,2,0,5,1,4,3,1,1,1,1,1,1,3,1,1,0,3,2,1,2,0,3,4,1,2,1,1,0,1,4,2,2,0,1,1,2,2,3,0,1,0,2,0,1,2,0,0,0,0,1,0,2,0,3,2,1,3,2,2,2,3,0,4,3,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0,2,0,1,1,2,2,6,11,15,32,25,38,28,31,13,22,26,18,5,4,0,0,2,0,0,1,3,1,4,2,1,1,2,1,3,3,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690244.134,2244.1338,3,0,495,495,164.07,2516,2562,15.40,18.25,978.02,37.12,341.57,21.51,47.60,3.02,272.97,39.13,597.80,1007.03,28.05,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,1,1,2,1,5,6,1,3,10,4,2,4,3,6,4,4,1,3,2,0,2,3,2,1,1,3,0,0,2,1,3,1,4,1,2,1,2,2,3,0,1,2,1,1,3,0,1,0,0,0,1,1,0,0,2,1,1,6,1,1,4,1,3,1,3,2,0,2,1,2,1,3,0,1,2,3,2,4,3,2,3,5,2,2,0,1,2,0,0,0,0,0,2,2,0,0,2,1,0,0,1,2,7,12,13,25,25,29,33,24,25,30,29,14,10,3,0,1,0,3,1,0,2,1,0,4,3,1,1,4,2,1,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690245.134,2245.1338,3,0,456,456,152.47,2516,2563,15.54,18.27,977.99,37.13,341.57,22.90,45.88,2.99,275.16,39.05,600.88,1006.59,28.02,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,1,0,0,0,0,1,0,2,3,0,0,2,1,0,1,1,3,2,0,1,1,3,1,1,2,1,2,2,3,1,2,1,1,0,0,1,4,2,0,4,1,1,2,0,0,3,1,2,0,2,0,0,0,1,3,0,0,1,2,1,1,0,1,0,2,0,1,1,1,5,1,1,1,2,1,0,2,4,2,5,3,1,4,5,1,0,2,0,1,1,0,0,0,0,0,2,3,1,2,0,4,2,4,9,11,10,23,24,36,19,31,18,33,24,18,6,6,1,1,2,2,0,1,1,3,3,0,2,4,4,3,3,1,3,2,1,3,3,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690246.134,2246.1338,3,0,407,407,134.90,2517,2566,16.22,18.72,978.06,37.13,341.57,22.97,49.31,3.02,275.60,39.05,601.32,1006.59,28.02,11.38,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,1,0,1,0,1,1,1,1,1,2,2,2,1,1,3,4,0,1,2,1,5,2,0,1,1,1,0,1,1,1,0,2,2,2,6,1,1,2,1,1,2,3,5,1,2,2,1,0,1,4,3,0,1,1,1,2,1,2,0,0,2,0,2,2,1,0,1,3,0,1,2,0,4,0,2,4,1,4,2,1,5,6,5,0,1,1,0,1,1,0,0,1,0,0,1,2,0,2,1,3,2,5,7,14,24,19,25,19,22,21,18,22,10,9,3,2,0,0,1,2,0,2,0,0,4,2,3,1,2,2,1,2,0,5,0,0,0,0,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690247.134,2247.1338,3,0,486,486,165.11,2518,2565,15.62,18.74,978.04,37.14,341.57,22.17,46.44,2.94,274.73,39.05,598.68,1006.59,27.86,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,0,2,5,1,0,1,1,3,2,1,3,2,1,2,2,0,1,1,2,0,3,0,2,2,1,0,3,4,2,1,2,3,0,2,1,2,2,2,3,1,1,2,0,5,0,0,2,3,3,0,3,2,4,1,8,0,3,2,1,1,0,1,0,1,2,3,1,1,1,5,2,1,4,2,3,5,6,3,2,3,4,3,3,3,4,1,0,0,1,1,0,1,0,1,0,1,0,2,0,3,4,7,12,16,21,26,24,34,29,25,28,18,18,5,3,0,0,0,3,2,2,1,0,0,2,4,4,3,0,0,0,2,1,2,0,0,2,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690248.134,2248.1335,3,0,437,437,146.37,2515,2562,15.71,18.69,978.03,37.15,341.57,22.15,47.60,2.99,273.41,39.05,599.56,1006.15,28.02,11.38,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,0,0,1,1,1,2,2,0,2,0,2,0,3,0,5,1,0,3,0,1,1,3,1,3,3,1,2,3,1,1,2,1,0,3,1,2,1,1,2,2,0,2,1,3,3,0,0,0,3,1,1,2,1,1,1,3,3,2,0,2,0,4,2,2,1,0,2,2,3,0,3,0,3,5,2,4,3,6,3,0,2,1,1,1,1,0,2,1,0,1,1,1,0,0,1,1,3,0,4,3,3,3,21,12,23,16,25,30,27,25,14,20,12,8,5,0,0,2,0,1,2,0,2,0,1,1,3,3,0,3,3,2,2,1,2,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690249.134,2249.1338,3,0,458,458,159.30,2516,2565,16.15,18.63,977.99,37.16,341.57,22.78,47.68,2.88,276.04,38.93,603.08,1006.59,28.15,11.34,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,1,1,1,1,1,2,3,0,1,1,2,2,0,1,2,1,2,1,4,0,2,0,1,2,0,5,0,1,1,0,1,3,2,2,1,0,3,2,0,3,1,2,3,0,1,2,1,0,1,3,2,2,1,1,2,0,0,1,1,2,2,2,3,0,1,1,3,3,2,2,5,3,4,3,1,4,3,2,3,4,2,2,4,3,2,1,0,0,0,2,2,0,1,0,0,3,0,3,0,2,3,8,8,8,20,19,31,38,28,25,27,16,21,5,5,1,3,0,0,2,1,0,1,6,3,3,0,1,2,1,2,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690250.134,2250.1337,3,0,429,429,142.81,2517,2561,14.77,18.48,978.01,37.17,341.57,22.68,46.67,3.00,275.16,38.95,600.44,1006.59,28.07,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,1,0,0,1,0,0,1,1,0,1,1,3,1,0,1,0,5,2,1,0,2,2,2,1,1,3,1,2,0,2,2,1,1,2,2,2,0,1,0,1,1,1,2,2,2,2,0,1,0,0,0,1,2,3,2,1,3,0,0,2,1,0,2,2,1,2,2,1,0,3,1,0,3,3,3,0,4,1,3,3,3,4,2,2,3,2,4,5,3,1,2,0,0,1,1,0,0,0,1,0,0,0,2,1,1,2,6,11,22,19,18,30,30,30,20,14,23,15,10,3,0,0,2,1,0,3,0,0,0,1,4,2,3,1,0,1,1,3,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690251.133,2251.1334,3,0,492,492,160.69,2517,2564,15.82,18.77,977.98,37.18,341.57,22.30,46.80,3.06,275.60,39.03,602.20,1005.27,28.02,11.36,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,2,3,2,1,3,2,1,1,0,0,0,0,2,2,2,2,0,0,2,1,0,3,3,2,0,2,2,2,5,0,2,3,2,0,2,2,2,1,1,0,1,0,4,1,0,3,0,3,2,4,0,1,1,2,1,1,2,3,3,4,3,3,1,5,0,3,3,3,7,3,3,3,4,1,1,3,0,2,2,2,1,0,0,3,2,0,3,0,0,1,3,7,10,16,25,31,28,30,33,26,32,18,18,8,4,1,1,3,2,2,0,1,2,0,1,1,0,3,3,2,2,5,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690252.134,2252.1336,3,0,454,454,156.05,2517,2566,16.31,18.46,978.13,37.18,341.58,21.74,48.89,2.91,281.32,38.95,600.44,1007.03,28.07,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,1,1,3,3,2,1,0,1,3,2,1,4,2,0,3,1,1,3,1,2,1,2,1,1,0,1,0,2,2,4,1,3,1,1,3,0,0,1,1,3,1,3,2,1,0,2,1,1,0,3,2,0,3,0,4,2,0,3,1,3,1,3,1,1,5,5,3,2,3,2,3,2,3,1,2,1,1,1,1,0,0,0,1,0,4,1,0,2,2,3,4,8,19,14,27,28,36,34,25,25,21,16,15,2,0,0,0,0,1,2,1,2,0,1,1,1,5,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690253.134,2253.1338,3,0,454,454,148.28,2519,2566,15.72,19.17,978.03,37.19,341.58,21.30,46.22,3.06,273.85,39.07,600.44,1006.59,28.07,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,0,0,2,0,1,1,1,3,2,1,2,2,2,0,4,1,1,2,1,3,1,2,0,2,2,0,2,0,0,2,1,1,1,0,0,1,1,2,0,1,0,2,2,0,4,2,1,0,2,1,1,3,2,0,0,0,3,3,1,3,0,2,0,1,3,1,2,0,2,3,1,1,1,2,2,8,5,3,3,3,4,2,3,0,1,3,0,0,0,1,0,0,0,1,1,2,0,3,1,1,0,6,15,17,19,33,36,21,26,30,28,20,19,7,3,0,0,1,0,0,1,2,2,1,3,1,2,2,2,0,0,1,1,0,1,1,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690254.134,2254.1337,3,0,494,494,165.17,2518,2565,15.63,18.38,978.05,37.20,341.58,21.82,48.65,2.99,272.53,39.09,599.56,1006.15,28.10,11.36,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,1,1,1,0,3,1,0,1,2,5,1,0,0,2,0,2,2,1,0,1,3,1,3,0,3,3,3,2,0,1,2,0,1,2,1,4,2,4,1,5,1,3,2,0,5,5,0,2,1,2,2,2,4,0,1,2,1,0,2,1,0,0,2,1,2,3,0,1,2,0,1,3,2,0,4,4,3,2,0,3,2,3,3,1,0,2,2,2,0,0,2,0,0,0,0,1,4,1,0,3,2,9,10,15,29,29,32,35,27,36,22,20,17,9,4,1,1,3,1,1,2,2,0,4,2,3,1,3,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690255.133,2255.1334,3,0,464,464,153.66,2515,2562,15.73,18.33,977.98,37.20,341.58,21.63,46.27,3.02,274.73,39.05,600.88,1005.71,28.10,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,2,0,2,0,1,3,1,1,1,1,4,0,0,2,0,0,1,2,2,1,5,2,0,1,2,2,3,1,1,2,2,0,2,1,0,2,0,2,2,0,0,1,3,1,0,2,1,1,1,1,1,1,2,2,0,0,1,1,2,1,1,0,1,1,1,2,1,1,2,0,0,1,2,0,1,2,4,3,0,2,4,5,3,2,2,2,1,2,0,2,2,0,1,1,1,0,0,1,0,0,1,2,1,1,9,11,13,21,28,28,38,28,33,29,29,15,10,2,1,0,1,2,0,0,1,3,2,3,1,5,5,3,0,0,0,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690256.133,2256.1334,3,0,458,458,147.06,2517,2565,16.05,19.12,978.02,37.21,341.58,20.95,46.98,3.11,275.16,39.09,600.88,1006.15,28.10,11.38,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,1,0,1,2,2,2,0,1,0,1,0,3,0,3,1,3,2,3,0,1,0,2,2,4,1,2,3,3,3,2,1,1,1,0,1,2,1,0,3,2,0,1,1,0,1,1,2,0,1,0,1,0,0,1,3,0,1,1,3,3,3,2,7,5,4,7,4,2,2,1,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,1,3,0,1,0,8,15,11,16,20,27,33,21,30,31,24,18,15,5,1,2,4,1,0,1,2,4,3,3,5,4,1,3,3,0,1,1,0,0,0,0,0,0,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690257.134,2257.1336,3,0,416,416,143.77,2517,2561,14.80,18.36,978.05,37.22,341.58,22.35,49.19,2.89,275.16,39.01,600.88,1005.71,28.12,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,1,0,0,0,0,0,1,2,0,0,1,0,1,2,3,3,1,1,0,1,3,2,1,0,2,2,1,2,1,4,2,2,0,1,2,1,0,1,2,2,3,0,0,1,0,1,2,3,1,2,1,0,4,5,0,2,1,1,3,1,1,0,1,0,5,3,0,0,0,2,1,0,2,1,3,1,3,2,2,2,1,3,3,3,3,4,1,1,2,2,2,2,1,0,0,0,2,1,0,1,2,1,0,3,0,2,7,10,12,13,23,33,24,23,28,31,19,8,8,4,2,0,1,0,2,3,1,3,2,0,1,1,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690258.134,2258.1337,3,0,458,458,152.07,2517,2564,15.79,18.44,978.03,37.23,341.58,23.04,47.31,3.01,275.60,39.05,600.88,1010.55,28.07,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,1,0,0,1,1,0,1,2,1,2,2,1,4,0,2,2,3,1,0,3,0,1,0,2,1,2,0,2,2,1,0,1,0,1,1,1,2,1,1,3,1,0,0,2,2,3,3,0,0,1,0,0,2,0,2,0,2,3,0,5,1,3,0,2,1,0,0,3,1,3,1,3,1,2,2,5,4,3,3,1,2,2,0,5,5,0,1,0,0,0,2,0,1,1,0,1,1,2,2,0,0,1,1,3,5,3,14,20,24,25,25,30,27,22,35,19,21,6,4,0,1,2,0,0,0,1,1,2,2,1,3,2,2,1,0,0,2,1,3,0,1,2,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690259.134,2259.1337,3,0,416,416,138.24,2516,2563,15.65,18.64,978.05,37.24,341.58,22.44,47.92,3.01,275.60,39.09,599.56,1006.15,28.15,11.33,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,2,0,1,3,0,2,0,0,0,1,0,2,3,1,3,1,1,3,2,1,1,3,4,2,0,1,4,0,1,1,0,0,4,1,5,1,0,2,1,1,1,0,2,2,0,2,2,1,2,0,0,0,0,1,2,0,2,2,2,3,0,5,1,1,2,2,3,2,2,2,4,2,0,2,3,1,0,0,0,0,0,1,1,0,1,3,0,1,2,3,2,11,17,20,29,24,36,13,24,27,21,14,7,1,0,1,1,3,2,1,4,2,0,0,3,1,1,2,1,1,2,2,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690260.134,2260.1337,3,0,418,418,143.55,2519,2566,15.54,18.33,978.02,37.24,341.58,22.39,48.17,2.91,273.85,38.93,600.00,1005.71,28.10,11.41,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,1,0,0,0,0,1,0,0,1,0,2,0,0,1,2,2,1,1,0,0,3,3,1,1,2,2,2,1,2,2,3,0,1,1,1,2,1,3,0,1,0,0,4,2,0,1,2,5,1,1,0,2,1,3,2,0,1,0,2,3,1,1,0,3,0,1,3,1,0,2,0,1,3,1,0,0,2,0,1,4,6,1,2,4,3,1,1,4,0,1,0,1,0,2,1,0,0,0,1,0,0,2,1,2,2,3,7,21,14,21,31,25,21,18,18,21,30,10,7,2,1,0,1,2,0,1,1,1,0,1,1,5,4,3,2,1,1,1,0,0,1,0,1,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690261.134,2261.1337,3,0,419,419,138.88,2514,2559,14.98,18.43,977.99,37.21,341.58,20.33,46.68,3.02,276.04,39.05,596.92,1006.59,28.15,11.35,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,1,0,0,2,0,0,1,2,0,1,2,1,2,1,1,0,2,0,0,2,2,0,2,2,0,3,2,2,2,2,2,2,1,0,2,3,1,1,1,2,0,1,1,5,0,4,0,0,2,1,2,0,0,1,1,0,3,0,1,2,3,3,3,1,2,3,2,2,1,0,1,0,0,0,2,6,3,0,2,1,4,3,1,3,4,2,1,2,1,1,1,0,1,2,0,0,0,1,3,0,1,0,0,7,16,12,17,30,33,34,22,19,18,19,13,7,1,3,0,0,0,0,2,1,0,2,0,3,1,5,3,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690262.134,2262.1339,3,0,444,444,147.81,2516,2568,17.34,18.78,978.07,37.18,341.58,20.43,45.89,3.00,272.09,39.07,600.88,1007.91,28.18,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,1,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,2,1,1,2,1,2,3,1,4,3,2,1,1,2,2,2,2,1,0,1,2,1,5,1,1,3,2,4,2,1,2,0,1,0,2,4,1,1,2,1,1,3,3,0,1,1,0,2,1,1,0,0,1,2,0,1,1,4,0,4,4,3,4,3,1,2,1,4,0,2,2,0,1,0,2,0,1,2,2,1,0,1,0,2,0,7,3,10,20,22,28,27,36,27,25,19,17,13,4,1,1,2,0,2,1,1,1,4,4,2,2,3,3,0,1,2,2,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690263.133,2263.1334,3,0,432,432,147.29,2518,2564,15.05,18.34,978.08,37.17,341.58,21.72,47.12,2.93,273.85,39.07,600.00,1006.15,28.31,11.36,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,2,1,1,0,3,0,2,2,0,3,1,2,0,2,2,1,1,0,2,1,3,6,3,3,3,2,3,1,1,1,3,1,0,0,2,2,2,1,0,2,1,2,2,0,1,2,1,2,1,2,3,1,3,2,3,2,1,2,3,5,3,4,1,2,5,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,6,3,6,13,10,18,30,26,35,22,28,21,16,19,12,3,4,1,0,0,3,2,1,1,2,0,0,0,2,0,0,1,2,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690264.134,2264.1337,3,0,426,426,144.21,2518,2567,16.08,18.89,977.98,37.18,341.58,20.72,47.96,2.95,270.33,39.07,604.40,1007.03,28.33,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,1,3,0,1,2,3,2,2,1,1,0,1,0,3,2,0,0,1,1,0,1,4,3,0,2,0,0,1,1,5,2,1,3,1,1,0,7,1,1,0,1,2,3,1,2,2,2,1,1,1,2,0,2,1,2,2,0,3,4,2,1,1,4,2,3,5,1,4,0,0,2,0,2,3,2,2,0,2,0,0,0,0,0,0,1,1,0,0,2,4,4,14,12,23,21,32,28,19,35,21,19,16,4,5,1,1,1,2,2,1,1,1,1,0,0,4,2,3,1,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690265.134,2265.1337,3,0,435,435,144.56,2519,2565,15.33,18.38,977.96,37.16,341.58,21.55,48.34,3.01,273.85,39.03,600.44,1005.71,28.33,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,0,0,2,1,1,1,1,0,1,2,3,2,6,1,1,1,1,1,1,4,2,2,1,0,2,2,4,0,0,0,3,0,0,1,0,1,1,1,1,1,4,1,1,1,1,2,2,1,1,3,2,0,4,1,0,1,0,2,0,0,1,2,1,3,2,3,4,1,1,2,4,3,1,5,1,4,7,1,4,2,4,1,3,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,1,2,1,3,12,24,21,33,20,20,23,22,34,18,11,2,5,0,1,0,1,2,2,2,3,1,2,1,1,0,3,1,3,2,2,0,3,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690266.134,2266.1337,3,0,474,474,162.63,2519,2573,18.24,18.70,978.10,37.16,341.58,21.59,47.54,2.91,270.77,39.11,602.64,1006.15,28.38,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,1,4,2,2,2,2,1,1,2,1,1,3,2,2,4,2,1,2,1,3,0,1,0,2,1,2,4,0,0,0,2,2,1,1,2,2,0,5,1,4,0,2,0,3,2,0,1,0,2,2,1,2,1,4,0,2,3,0,0,1,2,3,3,0,3,1,0,1,1,0,2,3,2,1,6,4,0,4,4,0,1,2,4,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,3,1,5,10,14,16,26,25,28,30,25,29,16,31,15,6,1,0,0,1,3,2,2,3,2,3,2,3,4,1,5,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690267.133,2267.1334,3,0,480,480,161.49,2519,2571,17.14,18.28,977.99,37.18,341.58,23.09,47.50,2.97,272.53,39.05,601.76,1006.15,28.41,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,1,0,3,0,1,2,0,2,2,1,2,1,1,0,1,1,0,2,0,1,3,4,1,0,2,3,1,1,2,1,2,3,1,2,0,3,2,1,2,3,2,4,2,5,1,0,2,2,0,1,0,0,2,0,1,1,5,1,2,3,0,0,2,0,4,1,3,3,2,3,2,4,3,1,5,2,3,2,2,0,2,1,2,0,3,2,1,2,0,0,0,0,1,0,1,0,0,2,2,1,1,8,14,18,22,22,34,36,26,31,29,23,17,7,4,0,1,1,0,0,1,0,1,2,5,4,2,4,1,2,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
