DateTime,TimeSSM,Status,DataStatus,PartCt,HistSum,PartCon,BL,BLTH,STD,MaxSTD,P,TofP, PumpLife_hrs,WidthSTD,AveWidth, POPS_Flow, PumpFB, LDTemp, LaserFB, LD_Mon, Temp, BatV, Laser_Current, Flow_Set,BL_Start,TH_Mult,nbins,logmin,logmax,Skip_Save,MinPeakPts,MaxPeakPts,RawPts,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,b81,b82,b83,b84,b85,b86,b87,b88,b89,b90,b91,b92,b93,b94,b95,b96,b97,b98,b99,b100,b101,b102,b103,b104,b105,b106,b107,b108,b109,b110,b111,b112,b113,b114,b115,b116,b117,b118,b119,b120,b121,b122,b123,b124,b125,b126,b127,b128,b129,b130,b131,b132,b133,b134,b135,b136,b137,b138,b139,b140,b141,b142,b143,b144,b145,b146,b147,b148,b149,b150,b151,b152,b153,b154,b155,b156,b157,b158,b159,b160,b161,b162,b163,b164,b165,b166,b167,b168,b169,b170,b171,b172,b173,b174,b175,b176,b177,b178,b179,b180,b181,b182,b183,b184,b185,b186,b187,b188,b189,b190,b191,b192,b193,b194,b195,b196,b197,b198,b199
1688690230.133,2230.1334,3,0,433,433,140.58,2516,2565,16.35,18.41,978.05,37.01,341.57,21.99,46.16,3.08,274.73,39.11,600.44,1006.59,28.10,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,2,2,0,3,2,0,1,1,1,2,4,0,1,0,1,1,1,1,0,0,0,0,3,1,3,2,1,4,3,3,2,2,3,3,2,0,2,2,2,4,1,2,1,2,3,2,1,0,3,2,2,2,1,2,2,3,3,3,1,2,0,1,7,2,4,4,3,3,6,1,3,6,1,2,1,1,1,1,0,0,2,0,1,0,2,0,2,2,0,2,4,6,7,14,15,21,28,30,21,19,23,19,16,10,0,0,1,0,1,1,0,2,2,0,1,1,1,2,2,0,2,4,2,0,0,3,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690231.134,2231.1336,3,0,430,430,140.93,2515,2563,15.78,18.61,978.05,37.01,341.57,22.35,47.58,3.05,275.16,38.73,600.88,1005.27,28.20,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,0,2,0,2,2,0,2,2,1,1,1,4,1,2,2,3,0,1,1,1,1,2,1,2,0,2,3,0,4,1,0,1,0,2,0,2,0,0,2,2,2,2,1,0,1,2,1,0,3,1,0,1,2,1,2,4,2,2,2,7,3,3,3,3,1,1,3,4,1,1,1,1,0,1,0,2,1,1,1,2,1,0,0,0,0,2,3,4,13,12,28,30,35,27,18,29,25,16,14,1,2,0,1,1,7,0,0,3,1,6,1,2,1,2,1,1,1,1,2,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690232.134,2232.1336,3,0,459,459,152.67,2516,2564,15.93,18.29,978.01,37.03,341.57,21.69,48.41,3.01,273.41,39.09,600.44,1006.15,28.10,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,1,0,0,1,0,0,3,0,0,0,1,4,3,3,0,0,0,0,3,2,1,2,2,1,3,3,0,3,1,1,2,3,3,1,0,1,1,1,0,3,1,0,2,0,2,2,4,0,5,1,0,1,2,0,2,0,4,2,0,2,3,2,2,1,1,1,2,1,1,1,0,2,1,1,2,1,2,2,1,4,2,5,2,2,4,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,4,2,0,8,16,22,36,38,39,25,34,24,15,7,6,3,1,0,1,2,0,2,0,1,2,2,2,4,2,2,2,2,1,2,1,1,2,1,0,0,0,1,0,3,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690233.134,2233.1336,3,0,408,408,136.30,2515,2565,16.48,18.41,977.90,37.02,341.57,21.92,46.77,2.99,276.04,39.05,596.92,1006.59,28.12,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,2,1,0,1,1,0,0,1,3,1,0,1,1,1,0,4,1,3,0,0,2,1,3,1,0,2,2,0,1,1,1,0,0,3,2,1,3,0,2,2,2,0,0,3,1,0,3,2,0,2,1,0,0,2,1,1,0,1,2,2,0,3,4,2,1,1,2,2,0,1,2,4,2,3,4,0,3,2,3,2,0,2,1,0,1,2,0,1,1,0,0,0,1,0,0,1,0,1,1,1,7,10,7,12,24,25,30,29,24,20,26,20,12,7,2,1,2,0,1,1,0,0,2,1,3,2,1,1,1,1,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690234.134,2234.1338,3,0,434,434,141.75,2517,2560,14.32,18.49,978.05,37.02,341.57,23.55,50.14,3.06,273.41,39.07,601.32,1005.27,28.18,11.35,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,1,0,1,0,1,0,1,0,1,2,1,2,3,0,2,2,1,1,2,1,2,1,1,0,3,3,1,0,3,3,2,2,1,1,2,2,0,3,3,1,0,4,1,2,1,1,3,1,2,2,2,3,1,4,2,1,1,3,2,0,3,1,1,1,1,0,1,2,0,0,0,1,4,1,0,5,2,4,2,4,2,2,5,3,1,1,0,2,0,1,2,0,0,0,0,1,0,0,3,1,2,4,8,12,8,25,18,28,24,25,28,28,15,11,5,1,1,0,0,1,1,3,0,2,1,7,2,2,3,5,1,1,2,1,0,1,0,0,2,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690235.134,2235.1337,3,0,515,515,170.70,2516,2562,15.47,18.63,978.06,37.03,341.57,21.45,48.44,3.02,276.04,38.97,600.44,1006.15,28.12,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,2,1,2,4,8,0,4,6,6,6,4,3,2,1,1,1,4,2,1,1,5,0,3,2,1,2,2,0,1,1,2,2,1,4,4,2,1,1,2,1,4,2,2,0,2,1,1,1,2,0,2,1,2,0,1,5,3,0,0,2,1,1,3,2,1,2,2,0,3,0,0,0,3,1,2,3,4,4,4,2,1,3,4,4,2,2,0,0,0,2,1,2,1,3,0,1,0,0,1,0,2,5,8,13,15,21,30,26,27,27,27,34,23,11,5,2,3,0,2,0,0,3,1,0,5,5,4,5,0,3,1,1,1,0,0,2,2,1,0,0,0,0,0,0,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690236.133,2236.1334,3,0,472,472,151.30,2514,2562,15.76,18.44,978.11,37.04,341.57,23.08,45.43,3.12,264.18,39.05,600.44,1005.27,28.20,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,1,0,0,1,0,0,3,0,1,2,0,2,1,2,0,2,0,1,2,2,1,2,2,3,2,1,0,1,2,2,2,3,1,3,2,1,1,2,1,1,3,0,4,1,0,1,4,1,1,2,3,2,1,0,1,1,4,2,1,2,0,5,1,1,0,0,4,1,1,2,4,3,0,3,3,3,1,4,7,1,5,2,1,0,1,0,0,1,1,1,3,1,0,1,0,1,0,2,2,2,5,4,9,9,20,19,20,25,28,28,22,33,24,18,8,0,4,1,0,0,1,3,3,0,4,4,2,0,3,0,4,0,1,0,0,0,2,1,0,0,0,0,1,1,2,1,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690237.134,2237.1336,3,0,455,455,156.68,2516,2565,16.20,18.21,978.02,37.05,341.57,21.47,48.42,2.90,275.16,39.03,601.32,1006.15,28.36,11.36,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,0,0,2,2,0,0,4,1,2,2,1,1,2,0,1,1,2,1,1,1,0,1,1,0,1,2,2,1,3,1,0,1,1,0,2,0,4,1,3,3,1,0,1,1,3,2,0,1,0,0,2,1,1,2,3,1,0,2,1,2,1,3,1,2,0,2,0,2,0,4,3,5,1,3,2,3,2,1,2,2,2,2,6,2,2,1,4,0,1,0,1,1,1,0,0,0,0,0,1,0,5,8,10,14,29,23,25,30,34,31,29,28,12,1,4,1,3,1,2,0,1,1,0,1,1,2,1,1,6,2,2,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690238.134,2238.1337,3,0,449,449,153.64,2515,2563,16.25,18.41,978.04,37.06,341.57,21.46,47.90,2.92,273.85,39.21,604.40,1006.15,28.18,11.38,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,3,2,1,0,2,3,4,1,1,2,1,0,2,3,2,1,2,1,1,0,3,1,0,0,1,2,1,2,3,1,0,1,2,0,1,0,2,1,1,0,2,1,0,2,2,2,0,1,2,1,0,1,1,4,0,2,1,0,0,5,0,2,1,1,7,2,1,1,3,2,3,2,2,1,0,1,1,2,0,0,1,0,1,1,1,2,0,1,2,4,4,12,10,21,30,26,35,31,22,29,23,18,8,5,2,1,2,0,1,1,2,1,3,3,0,1,1,4,3,2,0,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690239.134,2239.1337,3,0,525,525,182.43,2518,2560,14.18,18.28,978.00,37.07,341.57,21.64,47.88,2.88,276.04,38.85,601.76,1006.15,28.12,11.27,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,1,0,3,1,7,2,3,5,5,4,10,7,8,7,4,7,4,7,2,1,0,1,1,1,1,2,2,2,5,1,0,1,1,2,1,1,1,2,1,1,0,0,1,0,2,1,4,1,3,0,2,1,2,1,2,1,0,2,0,2,1,3,1,1,4,2,1,4,1,0,1,1,0,4,1,1,4,1,4,4,3,2,2,1,1,1,0,3,2,1,1,2,0,0,0,1,1,0,0,3,1,3,2,2,12,18,27,42,23,23,24,30,23,22,19,10,1,1,1,1,2,2,3,2,1,1,1,2,1,1,2,0,0,3,1,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690240.134,2240.1337,3,0,435,435,148.45,2517,2563,15.34,18.70,978.11,37.08,341.57,22.71,43.86,2.93,273.41,39.05,602.20,1006.15,28.10,11.37,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,1,0,0,0,1,1,1,0,1,2,2,0,0,0,1,2,4,2,1,1,0,2,2,2,1,1,1,1,0,0,1,1,4,0,1,0,1,0,2,2,1,1,1,2,2,1,3,3,0,2,0,1,1,1,3,2,1,2,0,2,1,4,0,2,2,0,2,0,1,3,2,1,0,4,3,2,2,1,5,2,1,4,4,3,3,0,0,1,1,2,0,2,0,1,0,1,0,1,0,0,0,1,2,2,1,9,10,16,27,21,38,27,29,22,21,17,16,12,1,1,0,1,0,0,1,1,1,1,3,1,3,1,2,0,1,3,1,2,0,0,1,0,0,2,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690241.134,2241.1337,3,0,451,451,152.54,2518,2565,15.57,18.06,978.01,37.09,341.57,21.53,47.03,2.96,273.85,39.01,600.00,1006.59,28.10,11.38,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,0,0,0,0,0,1,0,2,0,0,1,1,3,1,0,1,4,2,2,1,1,2,0,0,1,1,0,1,2,1,2,1,0,2,1,3,2,1,2,3,2,2,2,2,2,0,1,0,0,0,2,2,2,2,1,1,0,0,3,1,2,1,0,1,0,2,2,1,2,1,1,2,3,0,4,1,4,2,3,3,2,1,2,3,1,1,1,2,0,1,1,2,0,1,2,1,0,0,1,0,0,1,2,1,1,3,6,17,9,28,26,36,42,20,33,24,20,14,6,2,0,0,0,2,0,1,2,4,1,1,3,1,1,0,2,1,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688690242.134,2242.1335,3,0,447,447,147.13,2519,2566,15.93,18.23,978.03,37.10,341.57,22.12,48.11,3.04,268.57,39.07,602.20,1006.59,28.59,11.38,2.87,2.65,30000,3.0,200,1.75,4.81,0,8,255,512,1,0,0,0,1,1,2,1,1,0,1,4,1,3,1,1,0,1,0,1,2,0,2,2,0,2,2,0,1,0,0,4,2,0,0,2,1,2,1,2,2,0,1,1,2,0,2,3,1,1,0,3,1,0,1,0,0,2,5,3,2,2,1,4,2,2,0,1,1,0,0,3,1,1,2,2,4,5,6,2,3,3,3,0,2,2,1,2,1,5,0,1,0,0,2,3,0,0,0,1,1,1,0,1,2,2,5,12,13,29,24,34,26,24,26,15,25,18,10,1,1,1,1,1,0,1,2,2,2,0,0,3,4,0,2,1,2,0,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
