timestamp,120.03_130.82,130.82_143.2,143.2_157.78,157.78_175.58,175.58_198.08,198.08_227.17,227.17_270.15,270.15_351.09,351.09_480.0,480.0_576.98,576.98_687.6,687.6_905.18,905.18_1193.71,1193.71_1720.62,1720.62_2324.8,2324.8_3000.03
2023-07-07 01:14:24.400,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0
2023-07-07 01:14:24.500,0,0,0,0,0,3,2,3,1,2,3,0,11,19,1,0
2023-07-07 01:14:24.600,0,0,0,0,0,0,3,3,3,1,1,2,8,15,0,0
2023-07-07 01:14:24.700,0,0,0,0,2,2,3,1,0,2,4,3,16,16,1,0
2023-07-07 01:14:24.800,0,0,0,0,0,2,5,2,1,2,6,1,6,13,1,1
2023-07-07 01:14:24.900,0,0,0,0,1,1,4,2,1,0,1,1,16,21,1,1
2023-07-07 01:14:25.000,0,0,0,0,17,13,1,6,1,1,3,1,6,16,3,1
2023-07-07 01:14:25.100,0,0,0,0,0,0,2,4,5,4,5,0,10,18,3,0
2023-07-07 01:14:25.200,0,0,0,0,0,0,2,3,3,0,2,1,18,22,3,1
2023-07-07 01:14:25.300,0,0,0,0,0,2,2,0,1,2,2,0,11,16,0,1
2023-07-07 01:14:25.400,0,0,0,0,0,2,4,5,2,2,1,1,9,13,0,0
2023-07-07 01:14:25.500,0,0,0,0,0,3,2,2,0,1,3,1,11,11,2,1
2023-07-07 01:14:25.600,0,0,0,0,0,1,1,1,5,1,6,3,13,18,2,0
2023-07-07 01:14:25.700,0,0,0,0,0,2,3,3,5,1,6,2,7,19,3,2
2023-07-07 01:14:25.800,0,0,0,0,1,3,0,1,2,0,4,2,13,15,3,1
2023-07-07 01:14:25.900,0,0,0,0,0,1,2,5,1,3,4,0,10,7,3,1
2023-07-07 01:14:26.000,0,0,0,0,0,3,4,2,2,0,6,3,10,10,1,2
2023-07-07 01:14:26.100,0,0,0,0,0,0,7,2,2,2,6,1,12,20,7,1
2023-07-07 01:14:26.200,0,0,0,0,1,0,1,1,0,4,8,1,10,11,0,2
2023-07-07 01:14:26.300,0,0,0,0,0,1,3,3,3,2,3,1,10,20,0,2
2023-07-07 01:14:26.400,0,0,0,0,1,2,1,1,0,3,3,0,12,15,4,1
2023-07-07 01:14:26.500,0,0,0,0,0,1,1,2,3,3,3,2,3,18,1,0
2023-07-07 01:14:26.600,0,0,0,0,0,1,0,2,2,1,1,0,5,23,4,1
2023-07-07 01:14:26.700,0,0,0,0,0,4,1,3,3,3,2,1,13,15,1,0
2023-07-07 01:14:26.800,0,0,0,0,0,1,3,2,5,2,4,3,12,26,3,0
2023-07-07 01:14:26.900,0,0,0,0,0,2,1,3,3,0,4,1,10,14,1,1
2023-07-07 01:14:27.000,0,0,0,0,0,2,3,0,2,2,2,2,8,19,2,5
2023-07-07 01:14:27.100,0,0,0,0,0,5,1,5,1,3,2,2,12,14,3,1
2023-07-07 01:14:27.200,0,0,0,0,1,3,2,5,2,3,2,2,10,11,2,0
2023-07-07 01:14:27.300,0,0,0,0,1,3,3,0,0,2,4,3,10,21,0,1
2023-07-07 01:14:27.400,0,0,0,0,0,4,3,4,1,1,2,2,14,14,2,1
2023-07-07 01:14:27.500,0,0,0,0,3,5,0,3,1,1,4,0,8,19,2,0
2023-07-07 01:14:27.600,0,0,0,0,0,2,3,2,3,3,2,0,11,15,1,0
2023-07-07 01:14:27.700,0,0,0,0,0,1,2,3,4,2,2,2,9,16,2,1
2023-07-07 01:14:27.800,0,0,0,0,1,2,1,2,2,5,2,1,17,15,4,1
2023-07-07 01:14:27.900,0,0,0,0,1,2,1,1,1,5,4,0,7,20,2,1
2023-07-07 01:14:28.000,0,0,0,0,0,9,6,3,0,2,6,0,10,14,5,0
2023-07-07 01:14:28.100,0,0,0,0,1,1,3,2,4,2,3,2,15,26,3,0
2023-07-07 01:14:28.200,0,0,0,0,0,3,1,1,1,1,2,1,7,17,1,3
2023-07-07 01:14:28.300,0,0,0,0,1,0,5,0,1,2,1,0,14,17,2,0
2023-07-07 01:14:28.400,0,0,0,0,1,1,0,3,5,1,3,2,15,16,3,0
2023-07-07 01:14:28.500,0,0,0,0,1,0,4,2,2,4,0,3,12,21,1,2
2023-07-07 01:14:28.600,0,0,0,0,0,1,1,2,1,4,1,2,11,12,4,0
2023-07-07 01:14:28.700,0,0,0,0,0,1,2,3,1,1,2,0,4,12,3,1
