timestamp,120.03_130.82,130.82_143.2,143.2_157.78,157.78_175.58,175.58_198.08,198.08_227.17,227.17_270.15,270.15_351.09,351.09_480.0,480.0_576.98,576.98_687.6,687.6_905.18,905.18_1193.71,1193.71_1720.62,1720.62_2324.8,2324.8_3000.03
2023-07-07 00:27:07.700,0,0,0,0,1,1,3,1,1,5,1,1,0,0,0,0
2023-07-07 00:27:07.800,0,0,0,0,0,5,9,5,5,2,4,1,0,0,0,0
2023-07-07 00:27:07.900,0,0,0,0,0,6,9,8,10,11,4,0,0,0,0,0
2023-07-07 00:27:08.000,0,0,0,0,0,8,13,17,7,10,4,0,0,0,0,0
2023-07-07 00:27:08.100,0,0,0,0,0,4,12,4,1,2,1,0,0,0,0,0
2023-07-07 00:27:08.200,0,0,0,0,0,4,5,5,5,4,4,1,0,0,0,0
2023-07-07 00:27:08.300,0,0,0,0,0,4,4,16,4,7,4,1,0,0,0,0
2023-07-07 00:27:08.400,0,0,0,0,0,8,6,11,5,2,3,1,0,0,0,0
2023-07-07 00:27:08.500,0,0,0,0,0,0,10,4,6,5,5,0,0,0,1,0
2023-07-07 00:27:08.600,0,0,0,0,2,3,6,6,1,8,5,0,0,0,0,0
2023-07-07 00:27:08.700,0,0,0,0,0,6,5,9,10,6,2,0,0,0,0,0
2023-07-07 00:27:08.800,0,0,0,0,0,10,6,7,8,4,3,0,0,0,0,0
2023-07-07 00:27:08.900,0,0,0,0,0,2,7,5,4,4,7,0,0,0,0,0
2023-07-07 00:27:09.000,0,0,0,0,1,4,9,6,3,7,3,2,0,0,0,0
2023-07-07 00:27:09.100,0,0,0,0,0,7,7,6,6,6,3,0,0,0,0,0
2023-07-07 00:27:09.200,0,0,0,0,0,5,9,6,4,6,4,0,0,0,0,0
2023-07-07 00:27:09.300,0,0,0,0,1,10,5,7,9,4,4,1,0,0,0,0
2023-07-07 00:27:09.400,0,0,0,0,1,2,11,10,4,7,3,0,0,0,0,0
2023-07-07 00:27:09.500,0,0,0,0,3,2,8,6,3,5,1,0,0,0,0,0
2023-07-07 00:27:09.600,0,0,0,0,0,5,2,10,2,5,3,0,1,0,0,0
2023-07-07 00:27:09.700,0,0,0,0,1,1,13,6,4,3,1,3,0,0,0,0
2023-07-07 00:27:09.800,0,0,0,0,0,5,9,5,4,4,5,1,0,0,0,0
2023-07-07 00:27:09.900,0,0,0,0,0,4,0,5,7,6,5,3,1,0,0,0
2023-07-07 00:27:10.000,0,0,0,0,0,6,5,9,5,3,0,0,0,0,1,0
2023-07-07 00:27:10.100,0,0,0,0,1,5,10,3,8,3,1,0,0,0,0,0
2023-07-07 00:27:10.200,0,0,0,0,2,5,7,7,4,3,2,0,0,0,0,0
2023-07-07 00:27:10.300,0,0,0,0,0,7,1,5,5,10,4,0,1,0,0,0
2023-07-07 00:27:10.400,0,0,0,0,1,8,6,7,5,2,3,0,0,0,0,0
2023-07-07 00:27:10.500,0,0,0,0,1,6,3,6,9,8,3,1,0,0,0,0
2023-07-07 00:27:10.600,0,0,0,0,0,3,6,9,5,2,1,2,0,0,0,0
2023-07-07 00:27:10.700,0,0,0,0,0,3,4,2,3,6,0,2,0,0,0,0
2023-07-07 00:27:10.800,0,0,0,0,2,8,6,7,5,1,6,1,0,0,0,0
2023-07-07 00:27:10.900,0,0,0,0,0,4,9,2,11,6,3,0,0,0,0,0
2023-07-07 00:27:11.000,0,0,0,0,1,3,7,12,7,4,2,2,0,0,0,0
2023-07-07 00:27:11.100,0,0,0,0,1,10,9,6,3,2,4,1,0,0,0,0
2023-07-07 00:27:11.200,0,0,0,0,2,4,8,2,7,8,4,2,0,0,0,0
2023-07-07 00:27:11.300,0,0,0,0,2,6,7,5,8,5,5,0,0,0,0,0
2023-07-07 00:27:11.400,0,0,0,0,1,4,4,9,4,5,3,1,0,0,0,0
2023-07-07 00:27:11.500,0,0,0,0,0,3,10,7,9,7,1,1,0,0,0,0
2023-07-07 00:27:11.600,0,0,0,0,2,7,12,8,10,5,3,0,0,0,0,0
2023-07-07 00:27:11.700,0,0,0,0,0,2,8,5,5,4,5,1,0,0,0,0
2023-07-07 00:27:11.800,0,0,0,0,0,2,10,7,4,2,2,0,0,0,0,0
2023-07-07 00:27:11.900,0,0,0,0,3,5,7,6,3,7,3,3,0,0,0,0
2023-07-07 00:27:12.000,0,0,0,0,2,6,6,8,8,3,1,0,0,0,0,0
2023-07-07 00:27:12.100,0,0,0,0,1,3,5,5,5,6,4,2,0,1,0,0
2023-07-07 00:27:12.200,0,0,0,0,1,10,7,6,4,0,0,0,0,0,0,0
2023-07-07 00:27:12.300,0,0,0,0,1,10,4,5,6,6,2,0,0,0,0,0
2023-07-07 00:27:12.400,0,0,0,0,0,13,5,5,8,6,0,1,0,0,0,0
2023-07-07 00:27:12.500,0,0,0,0,2,5,5,8,3,4,1,1,0,0,0,0
2023-07-07 00:27:12.600,0,0,0,0,1,5,10,4,5,3,2,1,0,0,0,0
2023-07-07 00:27:12.700,0,0,0,0,1,6,7,6,5,6,1,0,0,0,0,0
2023-07-07 00:27:12.800,0,0,0,0,1,5,6,8,8,6,4,2,1,0,0,0
2023-07-07 00:27:12.900,0,0,0,0,0,3,5,9,9,5,3,2,1,0,0,0
2023-07-07 00:27:13.000,0,0,0,0,0,6,4,8,10,5,2,1,1,0,0,0
2023-07-07 00:27:13.100,0,0,0,0,0,4,9,6,8,2,2,0,0,0,0,0
2023-07-07 00:27:13.200,0,0,0,0,2,7,5,8,8,3,1,0,0,0,0,0
2023-07-07 00:27:13.300,0,0,0,0,0,1,3,9,2,3,3,1,0,0,0,0
2023-07-07 00:27:13.400,0,0,0,0,0,2,2,8,4,2,4,0,0,0,0,0
2023-07-07 00:27:13.500,0,0,0,0,1,4,5,6,8,6,4,0,1,0,0,0
2023-07-07 00:27:13.600,0,0,0,0,2,5,5,7,11,5,2,1,0,0,0,0
2023-07-07 00:27:13.700,0,0,0,0,1,9,6,2,7,6,1,1,0,0,0,0
2023-07-07 00:27:13.800,0,0,0,0,2,5,4,7,6,4,6,2,0,1,0,0
2023-07-07 00:27:13.900,0,0,0,0,0,5,5,8,3,6,5,0,0,0,0,0
2023-07-07 00:27:14.000,0,0,0,0,1,4,7,9,7,6,3,0,0,1,0,0
2023-07-07 00:27:14.100,0,0,0,0,0,4,7,13,3,3,2,0,0,0,0,0
2023-07-07 00:27:14.200,0,0,0,0,0,8,4,5,4,4,2,0,0,0,0,1
2023-07-07 00:27:14.300,0,0,0,0,0,4,10,4,7,6,7,2,0,0,0,0
2023-07-07 00:27:14.400,0,0,0,0,0,5,5,5,6,8,5,3,0,0,0,0
2023-07-07 00:27:14.500,0,0,0,0,2,3,2,13,4,3,4,1,1,0,0,0
2023-07-07 00:27:14.600,0,0,0,0,2,7,4,5,7,4,0,0,0,0,0,0
2023-07-07 00:27:14.700,0,0,0,0,1,2,10,4,8,7,4,0,0,0,0,0
2023-07-07 00:27:14.800,0,0,0,0,0,6,6,4,8,2,2,3,1,0,0,0
2023-07-07 00:27:14.900,0,0,0,0,0,4,2,7,5,3,1,1,0,1,0,0
2023-07-07 00:27:15.000,0,0,0,0,0,5,6,4,5,4,3,2,0,0,0,0
2023-07-07 00:27:15.100,0,0,0,0,0,5,5,9,8,4,4,1,0,0,0,0
2023-07-07 00:27:15.200,0,0,0,0,0,4,7,8,4,7,1,0,0,0,0,0
2023-07-07 00:27:15.300,0,0,0,0,1,2,6,6,4,2,2,0,0,0,0,0
2023-07-07 00:27:15.400,0,0,0,0,2,6,4,11,3,4,2,1,0,0,0,0
2023-07-07 00:27:15.500,0,0,0,0,0,6,4,3,5,7,1,0,0,0,0,0
2023-07-07 00:27:15.600,0,0,0,0,1,3,4,4,2,4,3,0,0,0,1,0
2023-07-07 00:27:15.700,0,0,0,0,0,7,3,6,6,5,8,0,1,0,1,0
2023-07-07 00:27:15.800,0,0,0,0,0,3,8,5,8,5,3,0,0,0,0,0
2023-07-07 00:27:15.900,0,0,0,0,1,2,7,10,7,6,3,1,0,0,0,0
2023-07-07 00:27:16.000,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0
