timestamp,120.03_130.82,130.82_143.2,143.2_157.78,157.78_175.58,175.58_198.08,198.08_227.17,227.17_270.15,270.15_351.09,351.09_480.0,480.0_576.98,576.98_687.6,687.6_905.18,905.18_1193.71,1193.71_1720.62,1720.62_2324.8,2324.8_3000.03
2023-07-07 00:30:56.700,0,0,0,0,1,3,0,1,1,1,0,0,0,0,0,0
2023-07-07 00:30:56.800,0,0,0,0,0,1,5,3,4,1,0,1,0,0,0,0
2023-07-07 00:30:56.900,0,0,0,0,0,3,6,9,3,11,2,1,0,0,0,0
2023-07-07 00:30:57.000,0,0,0,0,1,7,6,6,7,7,7,3,1,0,0,0
2023-07-07 00:30:57.100,0,0,0,0,1,6,2,7,5,7,1,1,1,0,0,0
2023-07-07 00:30:57.200,0,0,0,0,0,5,14,8,12,11,6,0,0,1,0,0
2023-07-07 00:30:57.300,0,0,0,0,0,6,6,9,11,6,4,0,0,1,0,0
2023-07-07 00:30:57.400,0,0,0,0,2,13,8,5,9,5,0,0,0,0,0,0
2023-07-07 00:30:57.500,0,0,0,0,1,9,4,5,8,6,4,2,0,0,0,0
2023-07-07 00:30:57.600,0,0,0,0,1,5,5,5,6,3,6,1,0,0,0,0
2023-07-07 00:30:57.700,0,0,0,0,0,6,3,8,6,6,6,1,0,0,0,0
2023-07-07 00:30:57.800,0,0,0,0,0,6,7,14,6,7,2,3,0,0,0,0
2023-07-07 00:30:57.900,0,0,0,0,1,4,9,5,8,6,2,1,0,0,0,0
2023-07-07 00:30:58.000,0,0,0,0,2,9,7,10,5,4,2,1,0,0,0,0
2023-07-07 00:30:58.100,0,0,0,0,0,6,8,9,8,5,3,0,0,0,0,0
2023-07-07 00:30:58.200,0,0,0,0,0,5,6,7,6,4,5,0,1,0,0,0
2023-07-07 00:30:58.300,0,0,0,0,0,7,7,8,4,10,2,0,0,0,0,0
2023-07-07 00:30:58.400,0,0,0,0,3,6,7,8,3,8,5,1,0,0,0,0
2023-07-07 00:30:58.500,0,0,0,0,1,5,1,7,12,5,2,1,1,1,0,0
2023-07-07 00:30:58.600,0,0,0,0,0,3,9,5,4,6,6,3,0,0,0,0
2023-07-07 00:30:58.700,0,0,0,0,0,4,5,10,5,1,3,1,0,0,0,0
2023-07-07 00:30:58.800,0,0,0,0,1,5,12,4,7,6,8,1,0,0,0,0
