timestamp,120.03_130.82,130.82_143.2,143.2_157.78,157.78_175.58,175.58_198.08,198.08_227.17,227.17_270.15,270.15_351.09,351.09_480.0,480.0_576.98,576.98_687.6,687.6_905.18,905.18_1193.71,1193.71_1720.62,1720.62_2324.8,2324.8_3000.03
2023-07-07 00:37:00.100,0,0,0,0,0,1,2,1,0,1,4,0,5,11,2,1
2023-07-07 00:37:00.200,0,0,0,0,0,1,1,2,1,2,5,0,13,17,1,1
2023-07-07 00:37:00.300,0,0,0,0,0,2,1,0,3,3,1,0,10,18,1,1
2023-07-07 00:37:00.400,0,0,0,0,0,4,1,3,3,1,4,1,14,15,5,1
2023-07-07 00:37:00.500,0,0,0,0,1,1,0,2,2,2,3,3,14,15,3,1
2023-07-07 00:37:00.600,0,0,0,0,0,1,1,1,1,2,3,2,13,15,0,1
2023-07-07 00:37:00.700,0,0,0,0,1,0,3,1,3,4,3,4,20,15,3,0
2023-07-07 00:37:00.800,0,0,0,0,0,3,1,3,1,0,3,0,11,10,1,2
2023-07-07 00:37:00.900,0,0,0,0,1,1,3,2,2,1,3,1,12,8,5,0
2023-07-07 00:37:01.000,0,0,0,0,0,2,2,1,1,1,1,2,10,10,3,0
2023-07-07 00:37:01.100,0,0,0,0,0,4,2,1,2,1,1,2,19,13,3,1
2023-07-07 00:37:01.200,0,0,0,0,0,3,0,2,2,2,0,2,15,15,0,1
2023-07-07 00:37:01.300,0,0,0,0,0,0,1,1,1,2,4,1,15,9,1,1
2023-07-07 00:37:01.400,0,0,0,0,0,3,0,0,3,1,3,0,13,13,1,1
2023-07-07 00:37:01.500,0,0,0,0,0,2,3,1,2,0,1,1,10,16,2,1
2023-07-07 00:37:01.600,0,0,0,0,0,0,6,1,1,3,6,2,14,16,3,2
2023-07-07 00:37:01.700,0,0,0,0,2,1,1,2,0,6,4,0,16,13,1,0
2023-07-07 00:37:01.800,0,0,0,0,0,0,3,0,4,3,3,1,10,14,2,0
2023-07-07 00:37:01.900,0,0,0,0,0,0,1,2,0,0,2,3,11,7,2,2
