timestamp,120.03_130.82,130.82_143.2,143.2_157.78,157.78_175.58,175.58_198.08,198.08_227.17,227.17_270.15,270.15_351.09,351.09_480.0,480.0_576.98,576.98_687.6,687.6_905.18,905.18_1193.71,1193.71_1720.62,1720.62_2324.8,2324.8_3000.03
2023-07-07 21:36:09.900,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0
2023-07-07 21:36:10.000,0,0,0,0,0,5,5,4,4,3,0,0,0,0,0,0
2023-07-07 21:36:10.100,0,0,0,0,0,5,5,8,5,3,4,1,0,0,0,0
2023-07-07 21:36:10.200,0,0,0,0,0,8,7,8,6,8,4,0,0,0,0,0
2023-07-07 21:36:10.300,0,0,0,0,0,5,6,10,5,3,3,1,0,0,0,0
2023-07-07 21:36:10.400,0,0,0,0,0,6,2,8,5,6,3,2,1,0,0,0
2023-07-07 21:36:10.500,0,0,0,0,0,6,2,6,2,5,2,2,1,0,0,0
2023-07-07 21:36:10.600,0,0,0,0,2,3,8,12,2,6,1,0,0,0,0,0
2023-07-07 21:36:10.700,0,0,0,0,0,9,6,10,6,2,4,1,0,0,0,0
2023-07-07 21:36:10.800,0,0,0,0,2,7,3,7,2,5,2,0,0,0,0,0
2023-07-07 21:36:10.900,0,0,0,0,0,7,10,3,8,9,2,0,0,0,0,0
2023-07-07 21:36:11.000,0,0,0,0,2,4,2,4,3,1,3,0,1,0,0,0
2023-07-07 21:36:11.100,0,0,0,0,1,2,1,8,4,3,1,0,0,0,0,0
2023-07-07 21:36:11.200,0,0,0,0,0,7,4,7,3,4,1,1,0,0,0,0
2023-07-07 21:36:11.300,0,0,0,0,2,9,4,6,3,3,3,2,0,0,0,0
2023-07-07 21:36:11.400,0,0,0,0,1,2,6,5,6,0,2,0,0,0,0,0
2023-07-07 21:36:11.500,0,0,0,0,1,5,2,4,5,1,6,0,0,0,0,0
2023-07-07 21:36:11.600,0,0,0,0,1,4,4,3,5,0,0,0,0,1,0,0
2023-07-07 21:36:11.700,0,0,0,0,0,7,6,7,1,2,1,0,0,0,0,0
2023-07-07 21:36:11.800,0,0,0,0,1,9,3,3,4,4,1,0,0,0,0,0
2023-07-07 21:36:11.900,0,0,0,0,0,2,9,4,4,2,1,1,0,1,0,0
2023-07-07 21:36:12.000,0,0,0,0,0,3,1,3,2,4,2,1,0,0,0,0
2023-07-07 21:36:12.100,0,0,0,0,1,2,6,4,5,6,3,0,0,0,0,0
2023-07-07 21:36:12.200,0,0,0,0,0,5,4,4,4,6,1,1,0,0,0,0
2023-07-07 21:36:12.300,0,0,0,0,0,3,7,5,2,4,3,0,0,0,0,0
2023-07-07 21:36:12.400,0,0,0,0,2,6,4,2,1,3,1,1,0,0,0,0
2023-07-07 21:36:12.500,0,0,0,0,1,6,8,6,3,1,3,0,0,0,0,0
2023-07-07 21:36:12.600,0,0,0,0,0,8,9,5,8,5,2,0,0,1,0,0
2023-07-07 21:36:12.700,0,0,0,0,0,7,6,5,2,4,2,0,0,0,0,0
2023-07-07 21:36:12.800,0,0,0,0,1,6,3,7,3,7,1,0,0,0,0,0
2023-07-07 21:36:12.900,0,0,0,0,0,5,1,4,2,2,2,0,0,0,0,0
2023-07-07 21:36:13.000,0,0,0,0,0,2,4,2,6,5,3,0,1,0,0,0
2023-07-07 21:36:13.100,0,0,0,0,0,7,6,3,4,6,1,0,0,0,0,0
2023-07-07 21:36:13.200,0,0,0,0,0,0,5,5,4,1,1,0,0,0,0,0
2023-07-07 21:36:13.300,0,0,0,0,0,5,8,8,2,3,3,0,0,0,0,0
2023-07-07 21:36:13.400,0,0,0,0,0,4,5,4,2,2,5,1,0,0,0,0
2023-07-07 21:36:13.500,0,0,0,0,0,9,2,3,7,7,2,2,0,0,0,0
2023-07-07 21:36:13.600,0,0,0,0,1,5,3,5,2,6,2,0,0,0,0,0
2023-07-07 21:36:13.700,0,0,0,0,1,2,4,4,3,1,1,1,1,0,0,0
2023-07-07 21:36:13.800,0,0,0,0,0,4,3,8,4,2,3,0,0,0,0,0
2023-07-07 21:36:13.900,0,0,0,0,0,1,3,9,1,3,2,1,0,0,0,0
2023-07-07 21:36:14.000,0,0,0,0,1,1,6,5,7,4,3,1,1,0,0,0
2023-07-07 21:36:14.100,0,0,0,0,1,5,4,9,1,2,3,2,0,0,0,0
2023-07-07 21:36:14.200,0,0,0,0,0,3,8,3,5,2,1,0,0,0,0,0
2023-07-07 21:36:14.300,0,0,0,0,0,4,6,2,5,3,2,0,0,0,0,0
2023-07-07 21:36:14.400,0,0,0,0,0,4,5,7,7,9,4,2,0,0,0,0
2023-07-07 21:36:14.500,0,0,0,0,0,5,3,6,3,4,2,0,0,0,0,0
2023-07-07 21:36:14.600,0,0,0,0,0,2,5,9,4,3,1,1,0,0,0,0
2023-07-07 21:36:14.700,0,0,0,0,0,4,7,2,4,3,0,0,0,0,0,0
2023-07-07 21:36:14.800,0,0,0,0,0,2,3,1,1,6,1,0,1,0,0,0
2023-07-07 21:36:14.900,0,0,0,0,1,3,7,3,9,3,3,1,0,0,0,0
2023-07-07 21:36:15.000,0,0,0,0,0,4,3,2,3,6,4,1,0,0,0,0
2023-07-07 21:36:15.100,0,0,0,0,2,12,6,5,3,0,2,0,0,0,0,0
2023-07-07 21:36:15.200,0,0,0,0,0,5,10,2,4,5,2,0,0,0,0,0
2023-07-07 21:36:15.300,0,0,0,0,0,6,4,6,5,3,1,1,0,0,0,0
2023-07-07 21:36:15.400,0,0,0,0,0,5,5,8,4,7,4,2,0,0,0,1
2023-07-07 21:36:15.500,0,0,0,0,0,5,8,7,5,2,2,1,1,0,0,0
2023-07-07 21:36:15.600,0,0,0,0,0,3,9,3,1,4,0,0,0,0,0,0
2023-07-07 21:36:15.700,0,0,0,0,0,3,4,6,3,2,1,1,0,0,0,0
2023-07-07 21:36:15.800,0,0,0,0,0,4,4,5,4,1,2,1,0,0,0,0
2023-07-07 21:36:15.900,0,0,0,0,0,7,4,8,5,3,1,2,0,0,0,0
2023-07-07 21:36:16.000,0,0,0,0,0,2,6,4,5,2,3,1,0,1,0,0
2023-07-07 21:36:16.100,0,0,0,0,1,5,9,2,7,5,0,0,0,0,0,0
2023-07-07 21:36:16.200,0,0,0,0,0,5,6,5,1,6,1,0,0,0,0,0
2023-07-07 21:36:16.300,0,0,0,0,0,9,3,2,7,2,0,2,1,0,0,1
2023-07-07 21:36:16.400,0,0,0,0,0,10,3,7,3,2,1,0,0,0,0,0
2023-07-07 21:36:16.500,0,0,0,0,2,3,4,3,6,2,3,1,0,0,0,0
2023-07-07 21:36:16.600,0,0,0,0,1,2,3,3,1,2,5,2,1,0,0,0
2023-07-07 21:36:16.700,0,0,0,0,1,6,3,3,5,4,2,0,0,0,0,0
2023-07-07 21:36:16.800,0,0,0,0,1,4,2,3,0,4,5,0,0,0,0,0
2023-07-07 21:36:16.900,0,0,0,0,0,4,5,4,2,0,1,0,0,0,0,0
2023-07-07 21:36:17.000,0,0,0,0,1,8,4,1,3,2,1,0,0,0,0,0
2023-07-07 21:36:17.100,0,0,0,0,1,3,4,4,5,2,4,1,0,0,0,0
2023-07-07 21:36:17.200,0,0,0,0,0,5,5,4,1,5,2,0,0,0,0,0
2023-07-07 21:36:17.300,0,0,0,0,0,3,3,4,6,0,2,1,0,0,0,0
2023-07-07 21:36:17.400,0,0,0,0,0,11,7,6,10,3,1,1,0,1,0,0
2023-07-07 21:36:17.500,0,0,0,0,0,5,8,5,5,1,2,1,0,0,0,0
2023-07-07 21:36:17.600,0,0,0,0,0,8,3,6,0,5,1,0,0,0,0,0
2023-07-07 21:36:17.700,0,0,0,0,0,2,3,7,4,2,4,0,0,0,0,0
2023-07-07 21:36:17.800,0,0,0,0,0,6,4,5,3,5,1,0,2,0,0,0
2023-07-07 21:36:17.900,0,0,0,0,0,5,2,7,5,6,0,1,0,0,0,0
2023-07-07 21:36:18.000,0,0,0,0,0,2,7,3,4,4,3,0,0,0,0,0
2023-07-07 21:36:18.100,0,0,0,0,1,6,3,5,1,6,2,0,0,0,0,0
2023-07-07 21:36:18.200,0,0,0,0,0,5,3,3,1,6,1,0,0,0,0,0
2023-07-07 21:36:18.300,0,0,0,0,0,4,5,2,3,0,2,2,0,0,0,0
2023-07-07 21:36:18.400,0,0,0,0,0,6,3,6,6,4,1,0,0,0,0,0
2023-07-07 21:36:18.500,0,0,0,0,0,7,6,10,3,1,3,0,0,0,0,0
2023-07-07 21:36:18.600,0,0,0,0,1,5,1,8,2,2,4,3,0,0,0,0
2023-07-07 21:36:18.700,0,0,0,0,0,0,4,2,4,3,2,0,0,0,0,0
